;hirkod;catalog_url
2410;14572324;http://katalogus.hasznaltauto.hu/citroen/c4_grand_spacetourer_1.2_puretech_shine_ss_eat8_e6.2-117231
2411;14572910;http://katalogus.hasznaltauto.hu/mazda/mazda_3_hatchback_2.0_skyactive_plus-119217
2412;14573002;http://katalogus.hasznaltauto.hu/ford/focus_1.8_tdci_trend-10236
2413;14573402;http://katalogus.hasznaltauto.hu/mitsubishi/pajero_3.5_gdi_gls_automata-61175
2414;14573560;http://katalogus.hasznaltauto.hu/mercedes-benz/ml_320_cdi_automata-61004
2415;14574443;http://katalogus.hasznaltauto.hu/bmw/730d_automata-4986
2416;14574720;http://katalogus.hasznaltauto.hu/peugeot/407_2.7_hdi_v6_premium_pack_plusz_automata-28826
2417;14574883;http://katalogus.hasznaltauto.hu/mazda/mazda_3_sport_1.5_challenge-16031
2418;14574975;http://katalogus.hasznaltauto.hu/peugeot/206_sw_1.4_hdi_presence-27564
2419;14575300;http://katalogus.hasznaltauto.hu/toyota/avensis_1.8_sol-40029
2420;14575410;http://katalogus.hasznaltauto.hu/toyota/corolla_verso_2.2_d-4d_linea_terra-39555
2421;14575425;http://katalogus.hasznaltauto.hu/ford/focus_1.6_ti-vct_champions-10582
2422;14575479;http://katalogus.hasznaltauto.hu/audi/a4_2.0_tdi_design_s-tronic-99095
2423;14575950;http://katalogus.hasznaltauto.hu/audi/a3_2.0_pd_tdi_ambiente_dsg_dpf-1191
2424;14576245;http://katalogus.hasznaltauto.hu/bmw/m5-4474
2425;14576510;http://katalogus.hasznaltauto.hu/citroen/c4_grand_picasso_1.6_vti_tendance_7_sz.-6529
2426;14576648;http://katalogus.hasznaltauto.hu/audi/a3_limousine_1.5_tfsi_sport_s-tronic-109813
2427;14576858;http://katalogus.hasznaltauto.hu/mercedes-benz/cla_180_progressive-121049
2428;14576930;http://katalogus.hasznaltauto.hu/ford/mondeo_2.0_tdci_titanium-91592
2429;14577405;http://katalogus.hasznaltauto.hu/ford/mondeo_1.6_ambiente-11776
2430;14577440;http://katalogus.hasznaltauto.hu/audi/a3_limousine_1.6_tdi_sport_s-tronic-109822
2431;14577631;http://katalogus.hasznaltauto.hu/opel/astra_1.4_t_enjoy-101494
2432;14577718;http://katalogus.hasznaltauto.hu/mercedes-benz/c_160_9g-tronic-112426
2433;14577719;http://katalogus.hasznaltauto.hu/ford/transit_2.2_tdci_280_s_tourneo_busz_limited-49568
2434;14577756;http://katalogus.hasznaltauto.hu/opel/corsa_1.0_12v_njoy_easytronic-22506
2435;14577991;http://katalogus.hasznaltauto.hu/seat/altea_2.0_pd_tdi_16v_stylance_dsg-35360
2436;14578343;http://katalogus.hasznaltauto.hu/volkswagen/golf_1.9_tdi-44289
2437;14578461;http://katalogus.hasznaltauto.hu/opel/astra_1.4_t_enjoy-101494
2438;14578545;http://katalogus.hasznaltauto.hu/porsche/cayenne_dizel_automata-109583
2439;14578712;http://katalogus.hasznaltauto.hu/mercedes-benz/cla_250_4matic_7g-dct-17143
2440;14579578;http://katalogus.hasznaltauto.hu/smart/roadster_0.7_softip-37464
2441;14579795;http://katalogus.hasznaltauto.hu/ford/ecosport_1.0_ecoboost_trend-111934
2442;14580241;http://katalogus.hasznaltauto.hu/bmw/640d_automata-4851
2443;14580386;http://katalogus.hasznaltauto.hu/mercedes-benz/c_200_t_cdi_blueefficiency_avantgarde_automata-18023
2444;14581464;http://katalogus.hasznaltauto.hu/bmw/320i_xdrive_advantage_automata-110255
2445;14581723;http://katalogus.hasznaltauto.hu/volkswagen/golf_variant_1.2_tsi_comfortline-45299
2446;14581732;http://katalogus.hasznaltauto.hu/nissan/qashqai_1.7_dci_visia-119301
2447;14582454;http://katalogus.hasznaltauto.hu/nissan/qashqai_1.7_dci_tekna-119307
2448;14582513;http://katalogus.hasznaltauto.hu/nissan/qashqai_1.7_dci_acenta_4x4_xtronic-121082
2449;14582585;http://katalogus.hasznaltauto.hu/nissan/leaf_tekna_40kwh_automata-112558
2450;14582639;http://katalogus.hasznaltauto.hu/nissan/leaf_tekna_40kwh_automata-112558
2451;14582866;http://katalogus.hasznaltauto.hu/chrysler/sebring_2.0_limited-5756
2452;14583054;http://katalogus.hasznaltauto.hu/nissan/qashqai_1.7_dci_tekna_plusz-119309
2453;14583089;http://katalogus.hasznaltauto.hu/nissan/qashqai_1.7_dci_acenta_4x4-119304
2454;14583102;http://katalogus.hasznaltauto.hu/nissan/qashqai_1.7_dci_n-connecta_4x4-119306
2455;14584367;http://katalogus.hasznaltauto.hu/peugeot/3008_2.0_bluehdi_gt_eat8-112816
2456;14584401;http://katalogus.hasznaltauto.hu/peugeot/5008_1.5_bluehdi_ss_active_7_szemelyes__euro6.2-112836
2457;14584821;http://katalogus.hasznaltauto.hu/bmw/520d_automata-115016
2458;14584832;http://katalogus.hasznaltauto.hu/bmw/330xd_touring_automata-3887
2459;14585045;http://katalogus.hasznaltauto.hu/opel/astra_1.4_t_enjoy-115832
2460;14586083;http://katalogus.hasznaltauto.hu/peugeot/2008_1.2_puretech_active_ss_euro6.2-112742
2461;14586406;http://katalogus.hasznaltauto.hu/mazda/mazda_3_2.0_skyactive_plus-121040
2462;14586518;no catalog
2463;14586557;http://katalogus.hasznaltauto.hu/toyota/corolla_sedan_1.6_sol-39457
2464;14586611;http://katalogus.hasznaltauto.hu/ssangyong/rexton_2.2_e-xdi_premium_4wd_7_szemelyes-120649
2465;14586657;no catalog
2466;14586809;http://katalogus.hasznaltauto.hu/ford/kuga_1.5_ecoboost_business_technology-107412
2467;14586846;http://katalogus.hasznaltauto.hu/ford/kuga_1.5_ecoboost_business_technology-107412
2468;14586871;http://katalogus.hasznaltauto.hu/ford/kuga_1.5_ecoboost_business_technology-107412
2469;14586882;http://katalogus.hasznaltauto.hu/mercedes-benz/c_220_t_cdi_blueefficiency_avantgarde_automata-18150
2470;14586964;http://katalogus.hasznaltauto.hu/peugeot/2008_1.6_bluehdi_active-96602
2471;14587214;http://katalogus.hasznaltauto.hu/volkswagen/golf_variant_1.6_cr_tdi_trendline-45317
2472;14587507;no catalog
2473;14587947;http://katalogus.hasznaltauto.hu/volkswagen/passat_cc_2.0_tfsi_dsg-47094
2474;14588957;http://katalogus.hasznaltauto.hu/skoda/octavia_combi_1.2_tsi_ambition-36875
2475;14589197;http://katalogus.hasznaltauto.hu/lexus/ux_250h_comfort_top_cvt-120544
2476;14589652;http://katalogus.hasznaltauto.hu/nissan/qashqai_1.7_dci_n-connecta_4x4_xtronic-121083
2477;14589713;http://katalogus.hasznaltauto.hu/nissan/qashqai_1.7_dci_tekna_plusz_4x4-119310
2478;14589801;http://katalogus.hasznaltauto.hu/nissan/qashqai_1.7_dci_tekna_plusz_4x4_xtronic-121086
2479;14590048;http://katalogus.hasznaltauto.hu/mercedes-benz/c_180_elegance-17474
2480;14590804;http://katalogus.hasznaltauto.hu/volkswagen/sharan_1.9_pd_tdi_comfortline_tiptronic-47285
2481;14590913;http://katalogus.hasznaltauto.hu/toyota/prius_plusz_1.8_hsd_comfort_automata-121810
2482;14591292;http://katalogus.hasznaltauto.hu/bmw/320i-4050
2483;14591348;http://katalogus.hasznaltauto.hu/mercedes-benz/a_180_d_style_7g-dct-112420
2484;14591448;http://katalogus.hasznaltauto.hu/ford/focus_1.0_ecoboost_st-line-111980
2485;14591556;http://katalogus.hasznaltauto.hu/audi/a6_2.0_t_fsi_multitronic-3167
2486;14591816;http://katalogus.hasznaltauto.hu/audi/a6_avant_3.0_v6_tdi_quattro_s-tronic-90341
2487;14592295;http://katalogus.hasznaltauto.hu/bmw/520d-4682
2488;14592477;http://katalogus.hasznaltauto.hu/ford/focus_1.6_ambiente-10009
2489;14593174;http://katalogus.hasznaltauto.hu/volkswagen/touran_1.6_tdi_scr_bmt_trendline_7_szemely-98656
2490;14593241;http://katalogus.hasznaltauto.hu/fiat/punto_1.2_60_sole-8158
2491;14593249;http://katalogus.hasznaltauto.hu/audi/sq5_3.0_tdi_quattro_tiptronic_ic_competition-99178
2492;14593346;no catalog
2493;14593611;http://katalogus.hasznaltauto.hu/audi/a4_avant_2.0_t_fsi-2254
2494;14594364;http://katalogus.hasznaltauto.hu/opel/astra_1.7_cdti_enjoy-24470
2495;14594883;http://katalogus.hasznaltauto.hu/ford/ranger_2.5_td_4x4-49958
2496;14594978;http://katalogus.hasznaltauto.hu/peugeot/807_2.0_hdi_symbole-29311
2497;14596403;http://katalogus.hasznaltauto.hu/audi/q2_2.0_tdi_sport_quattro_s-tronic-102965
2498;14596779;http://katalogus.hasznaltauto.hu/bmw/x3_xdrive20d_xline_automata-99461
2499;14597019;http://katalogus.hasznaltauto.hu/kia/sportage_1.6_t-gdi_gold_4wd_dct-118435
2500;14597423;no catalog
2501;14597956;http://katalogus.hasznaltauto.hu/nissan/qashqai_1.3_dig-t_tekna-117609
2502;14598181;http://katalogus.hasznaltauto.hu/hyundai/i30_1.6_crdi_lp_comfort-13393
2503;14598528;no catalog
2504;14598545;http://katalogus.hasznaltauto.hu/bmw/320d_touring-4170
2505;14598731;http://katalogus.hasznaltauto.hu/mercedes-benz/c_220_d_4matic_9g-tronic-112433
2506;14598803;http://katalogus.hasznaltauto.hu/renault/fluence_1.5_dci_exeption-31630
2507;14598839;http://katalogus.hasznaltauto.hu/mercedes-benz/c_220_d_4matic_9g-tronic-112433
2508;14599105;http://katalogus.hasznaltauto.hu/citroen/c3_1.2_puretech_feel_ss_e6.2-115031
2509;14599500;http://katalogus.hasznaltauto.hu/skoda/octavia_combi_1.6_tdi_cr_elegance-37063
2510;14599704;http://katalogus.hasznaltauto.hu/opel/astra_2.0_gtc_opc-24438
2511;14599741;http://katalogus.hasznaltauto.hu/citroen/c3_picasso_1.6_hdi_exclusive-6249
2512;14600233;http://katalogus.hasznaltauto.hu/honda/accord_2.2_ctdi_sport-12930
2513;14600244;http://katalogus.hasznaltauto.hu/bmw/320d_touring-4035
2514;14600375;http://katalogus.hasznaltauto.hu/bmw/x1_xdrive18d_sport_automata-99494
2515;14600465;http://katalogus.hasznaltauto.hu/toyota/corolla_touring_sports_2.0_hybrid_executive_e-cvt-121175
2516;14600603;http://katalogus.hasznaltauto.hu/volkswagen/golf_1.5_tsi_act_comfortline_dsg-113071
2517;14600734;http://katalogus.hasznaltauto.hu/citroen/c4_grand_picasso_1.8_collection_7_sz.-6475
2518;14601949;http://katalogus.hasznaltauto.hu/renault/thalia_1.4_alize-30399
2519;14602571;http://katalogus.hasznaltauto.hu/skoda/octavia_combi_1.9_tdi_classic-36595
2520;14602779;http://katalogus.hasznaltauto.hu/opel/astra_sports_tourer_1.7_cdti_cosmo-24792
2521;14602837;http://katalogus.hasznaltauto.hu/opel/astra_1.7_dit_comfort-23985
2522;14603341;http://katalogus.hasznaltauto.hu/audi/a5_sportback_3.0_v6_tfsi_quattro_s-tronic_5_szemely-90288
2523;14603344;http://katalogus.hasznaltauto.hu/nissan/leaf_n-connecta_40kwh_automata-112557
2524;14603512;http://katalogus.hasznaltauto.hu/mercedes-benz/a_170_elegance_automata-16831
2525;14604088;http://katalogus.hasznaltauto.hu/lancia/lybra_sw_2.4_jtd_lx-15158
2526;14604335;no catalog
2527;14604449;http://katalogus.hasznaltauto.hu/mercedes-benz/c_160_9g-tronic-112426
2528;14604576;http://katalogus.hasznaltauto.hu/mercedes-benz/v_220_bluetec_avantgarde_e_automata-92507
2529;14604678;http://katalogus.hasznaltauto.hu/lancia/musa_1.3_mjet_gold-14968
2530;14604841;http://katalogus.hasznaltauto.hu/volkswagen/passat_variant_2.0_pd_tdi_trendline_dsg-46928
2531;14604911;http://katalogus.hasznaltauto.hu/renault/clio_grandtour_1.5_dci_energy_limited-98542
2532;14605341;http://katalogus.hasznaltauto.hu/mazda/mazda_3_sport_1.6_te-15952
2533;14605625;http://katalogus.hasznaltauto.hu/hyundai/sonata_2.0_crdi_premium-13677
2534;14605858;http://katalogus.hasznaltauto.hu/audi/a6_avant_2.0_multitronic-2984
2535;14606175;http://katalogus.hasznaltauto.hu/peugeot/306_1.4_xn-28034
2536;14606451;http://katalogus.hasznaltauto.hu/bmw/316i_compact_exclusiv_edition-3670
2537;14606585;http://katalogus.hasznaltauto.hu/citroen/berlingo_1.6_hdi_multispace_euro5-7353
2538;14606846;http://katalogus.hasznaltauto.hu/volkswagen/touareg_3.0_v6_tdi_valley_tiptronic-62521
2539;14607279;http://katalogus.hasznaltauto.hu/nissan/micra_1.2_visia_plus-20880
2540;14607319;http://katalogus.hasznaltauto.hu/volkswagen/jetta_1.9_pd_tdi_trendline-45845
2541;14607853;http://katalogus.hasznaltauto.hu/toyota/c-hr_1.8_hybrid_selection_e-cvt-113042
2542;14607901;http://katalogus.hasznaltauto.hu/kia/ceed_1.4_ex_limited-14384
2543;14607921;http://katalogus.hasznaltauto.hu/audi/a4_avant_2.0_tdi-2360
2544;14608195;http://katalogus.hasznaltauto.hu/opel/corsa_1.0_12v_njoy-22503
2545;14608409;http://katalogus.hasznaltauto.hu/ford/fiesta_1.4_ghia-9462
2546;14608540;http://katalogus.hasznaltauto.hu/volkswagen/golf_1.4_tsi_highline_dsg-45218
2547;14609701;http://katalogus.hasznaltauto.hu/opel/corsa_1.0_essentia-22676
2548;14609940;http://katalogus.hasznaltauto.hu/alfa_romeo/alfa_155_2.5_td-241
2549;14610011;http://katalogus.hasznaltauto.hu/mercedes-benz/e_200_d_t_9g-tronic-103868
2550;14610027;http://katalogus.hasznaltauto.hu/mazda/cx-7_2.2_cd_revolution-16704
2551;14611277;http://katalogus.hasznaltauto.hu/opel/astra_1.4_t_enjoy-115832
2552;14611681;http://katalogus.hasznaltauto.hu/peugeot/3008_1.5_bluehdi_allure_euro6.2-112811
2553;14611727;http://katalogus.hasznaltauto.hu/kia/carnival_2.9_crdi_ex_7_sz.-14766
2554;14611806;http://katalogus.hasznaltauto.hu/peugeot/3008_1.2_puretech_allure_euro6.2-112803
2555;14611916;http://katalogus.hasznaltauto.hu/bmw/530d_touring-4659
2556;14612143;http://katalogus.hasznaltauto.hu/seat/alhambra_2.0_tdi_style_premium_dsg_startstop_7_szemely-101648
2557;14612695;http://katalogus.hasznaltauto.hu/mercedes-benz/s_420_l_automata-19443
2558;14612985;http://katalogus.hasznaltauto.hu/mitsubishi/lancer_1.6_intense-20266
2559;14613872;http://katalogus.hasznaltauto.hu/mercedes-benz/e_200_d_9g-tronic-103858
2560;14614137;http://katalogus.hasznaltauto.hu/suzuki/vitara_1.4_gl_plusz_automata-116902
2561;14614222;no catalog
2562;14614229;http://katalogus.hasznaltauto.hu/audi/a1_1.2_tfsi_attraction-715
2563;14614981;http://katalogus.hasznaltauto.hu/renault/megane_classic_1.4_rl-30789
2564;14615460;http://katalogus.hasznaltauto.hu/audi/a3_1.9_pd_tdi_ambiente-1016
2565;14615548;http://katalogus.hasznaltauto.hu/opel/zafira_tourer_1.6_t_edition_start-stop_7_szemelyes_euro6-97509
2566;14615594;http://katalogus.hasznaltauto.hu/volvo/xc90_2.0_d5_momentum_geartronic_7_szemelyes-102544
2567;14615655;http://katalogus.hasznaltauto.hu/opel/astra_1.6_classic_iii-24398
2568;14615681;http://katalogus.hasznaltauto.hu/opel/astra_caravan_1.6_club-24046
2569;14615710;http://katalogus.hasznaltauto.hu/peugeot/3008_1.5_bluehdi_active_euro6.2-112809
2570;14615799;http://katalogus.hasznaltauto.hu/peugeot/3008_1.5_bluehdi_active_eat8_euro6.2-112810
2571;14616225;http://katalogus.hasznaltauto.hu/peugeot/3008_1.2_puretech_active_eat8_euro6.2-112802
2572;14616241;no catalog
2573;14616432;http://katalogus.hasznaltauto.hu/alfa_romeo/alfa_brera_3.2_v6_jts_q4-698
2574;14616829;http://katalogus.hasznaltauto.hu/volvo/xc60_2.0_t5_r-design_awd_geartronic-114635
2575;14616859;http://katalogus.hasznaltauto.hu/skoda/fabia_1.4_16v_classic-35704
2576;14616988;http://katalogus.hasznaltauto.hu/citroen/xsara_picasso_2.0_hdi_sx_plus-6796
2577;14617372;http://katalogus.hasznaltauto.hu/honda/stream_2.0_es-13071
2578;14617460;http://katalogus.hasznaltauto.hu/lexus/is_250_base_automata-15321
2579;14617845;http://katalogus.hasznaltauto.hu/bmw/i3_120ah_automata-117073
2580;14617904;http://katalogus.hasznaltauto.hu/mercedes-benz/c_160-112425
2581;14617910;http://katalogus.hasznaltauto.hu/bmw/x2_sdrive18i_advantage_dkg-114172
2582;14617935;http://katalogus.hasznaltauto.hu/fiat/doblo_panorama_1.4_16v_easy_7_szemelyes-91257
2583;14617958;http://katalogus.hasznaltauto.hu/mercedes-benz/e_200_cdi_elegance_automata-18868
2584;14617973;http://katalogus.hasznaltauto.hu/volkswagen/touran_1.4_tsi_highline-45896
2585;14618280;http://katalogus.hasznaltauto.hu/hyundai/getz_1.1_comfort_plusz_07my-13167
2586;14618303;http://katalogus.hasznaltauto.hu/opel/zafira_tourer_1.6_t_cng_drive_7_szemelyes-97499
2587;14618637;http://katalogus.hasznaltauto.hu/mercedes-benz/a_170_cdi_classic-16796
2588;14618968;http://katalogus.hasznaltauto.hu/jeep/compass_1.4_multiair_2_limited_4wd_automata-118419
2589;14620279;http://katalogus.hasznaltauto.hu/toyota/rav4_2.0_d_4x4_sol-61964
2590;14620606;http://katalogus.hasznaltauto.hu/skoda/octavia_1.4_tsi_style-104392
2591;14620628;http://katalogus.hasznaltauto.hu/bmw/118d_automata-110033
2592;14620636;http://katalogus.hasznaltauto.hu/fiat/tipo_1.4_16v_mirror-119046
2593;14620753;http://katalogus.hasznaltauto.hu/mini/mini_one_1.6_cabrio-19820
2594;14620847;http://katalogus.hasznaltauto.hu/smart/forfour_1.1_passion-37535
2595;14620863;http://katalogus.hasznaltauto.hu/bmw/420d_advantage_automata-110556
2596;14621006;http://katalogus.hasznaltauto.hu/renault/megane_classic_1.4_16v_prima-30854
2597;14621463;http://katalogus.hasznaltauto.hu/skoda/octavia_1.8_turbo_slx-36462
2598;14621538;http://katalogus.hasznaltauto.hu/bmw/535xd_automata-4697
2599;14622119;http://katalogus.hasznaltauto.hu/toyota/yaris_1.3_linea_sol-38897
2600;14622297;http://katalogus.hasznaltauto.hu/toyota/avensis_wagon_2.0_d-4d_executive-40185
2601;14623200;http://katalogus.hasznaltauto.hu/alfa_romeo/alfa_156_sw_1.9_jtd_progression-423
2602;14623509;http://katalogus.hasznaltauto.hu/volkswagen/golf_2.0_fsi_sportline-44925
2603;14624284;http://katalogus.hasznaltauto.hu/fiat/albea_1.4_8v_active-8469
2604;14624341;http://katalogus.hasznaltauto.hu/nissan/micra_1.0_l_fitt-20824
2605;14625217;http://katalogus.hasznaltauto.hu/kia/ceed_1.6_crdi_lx_plus-14399
2606;14625226;http://katalogus.hasznaltauto.hu/volkswagen/scirocco_1.4_tsi-46025
2607;14625496;no catalog
2608;14625895;no catalog
2609;14626133;http://katalogus.hasznaltauto.hu/ford/focus_1.0_ecoboost_trend-119060
2610;14626146;http://katalogus.hasznaltauto.hu/ford/focus_1.5_tdci_business_automata-111987
2611;14626255;http://katalogus.hasznaltauto.hu/hyundai/i30_1.4_dohc_comfort-13377
2612;14626289;http://katalogus.hasznaltauto.hu/ford/focus_1.5_tdci_business-111986
2613;14626773;http://katalogus.hasznaltauto.hu/mercedes-benz/e_350_bluetec_automata-19339
2614;14626812;http://katalogus.hasznaltauto.hu/volkswagen/golf_1.9_tdi_comfortline-44592
2615;14626936;http://katalogus.hasznaltauto.hu/jeep/grand_cherokee_3.0_crd_limited_automata-59912
2616;14627007;http://katalogus.hasznaltauto.hu/hyundai/i30_fastback_1.4_t-gdi_comfort_n_line-119097
2617;14627032;http://katalogus.hasznaltauto.hu/bmw/118d-3515
2618;14627324;http://katalogus.hasznaltauto.hu/ford/focus_1.0_ecoboost_business-115265
2619;14627500;http://katalogus.hasznaltauto.hu/volkswagen/golf_1.9_pd_tdi_comfortline-44980
2620;14627824;http://katalogus.hasznaltauto.hu/ford/galaxy_2.0_ecoblue_scr_titanium_automata-117393
2621;14629248;http://katalogus.hasznaltauto.hu/audi/tt_coupe_2.0_t_fsi-1639
2622;14629523;http://katalogus.hasznaltauto.hu/opel/zafira_1.8_elegance-25283
2623;14629535;http://katalogus.hasznaltauto.hu/mazda/323_1.5_safety-15791
2624;14629581;http://katalogus.hasznaltauto.hu/ford/tourneo_connect_230_1.5_tdci_l2_titanium_7_szemelyes-113614
2625;14630091;http://katalogus.hasznaltauto.hu/mazda/mazda_3_hatchback_2.0_skyactive_plus-119217
2626;14630235;http://katalogus.hasznaltauto.hu/honda/accord_tourer_2.2_i-dtec_executive_automata-12967
2627;14631062;http://katalogus.hasznaltauto.hu/nissan/x-trail_1.7_dci_tekna-121382
2628;14631102;http://katalogus.hasznaltauto.hu/alfa_romeo/giulietta_1.4_tb_multiair_distinctive_tct-264
2629;14631246;http://katalogus.hasznaltauto.hu/ford/edge_2.0_ecoblue_bi-turbo_st-line_automata-120352
2630;14631344;http://katalogus.hasznaltauto.hu/audi/a4_2.5_v6_tdi_quattro_tiptronic-2046
2631;14631384;http://katalogus.hasznaltauto.hu/audi/a6_3.0_v6_tdi_quattro_tiptronic_ic-90326
2632;14631617;http://katalogus.hasznaltauto.hu/mercedes-benz/s_320_l_automata-19450
2633;14631719;http://katalogus.hasznaltauto.hu/bmw/730xd_automata-91093
2634;14631793;http://katalogus.hasznaltauto.hu/renault/megane_classic_1.4_16v_authentique_cool-30858
2635;14631941;http://katalogus.hasznaltauto.hu/mercedes-benz/e_280_t_cdi_avantgarde_automata-18948
2636;14632051;http://katalogus.hasznaltauto.hu/hyundai/getz_1.1_gl_base-13143
2637;14632053;http://katalogus.hasznaltauto.hu/volkswagen/jetta_1.2_tsi_comfortline-45878
2638;14632190;http://katalogus.hasznaltauto.hu/bmw/x5_xdrive40d_aut.-59152
2639;14632470;no catalog
2640;14632489;http://katalogus.hasznaltauto.hu/hyundai/trajet_2.0_crdi_gls_7_sz.-13748
2641;14632630;http://katalogus.hasznaltauto.hu/mercedes-benz/ml_320_cdi_automata-61004
2642;14633236;http://katalogus.hasznaltauto.hu/renault/clio_1.2_16v_authentique_plus-30096
2643;14633299;http://katalogus.hasznaltauto.hu/toyota/avensis_1.8_sol-40030
2644;14633628;http://katalogus.hasznaltauto.hu/chrysler/sebring_2.0_crd_limited-5758
2645;14634057;no catalog
2646;14634272;http://katalogus.hasznaltauto.hu/ford/kuga_1.5_ecoboost_titanium_technology-107413
2647;14634306;http://katalogus.hasznaltauto.hu/audi/a6_3.0_v6_tdi_quattro-3077
2648;14634509;http://katalogus.hasznaltauto.hu/volkswagen/jetta_1.6_trendline_dsg-45814
2649;14635034;http://katalogus.hasznaltauto.hu/hyundai/i30_n_fastback_2.0_t-gdi-119103
2650;14635500;http://katalogus.hasznaltauto.hu/mercedes-benz/e_220_d_4matic_9g-tronic-103859
2651;14635587;http://katalogus.hasznaltauto.hu/bmw/x3_xdrive20d_aut.-59108
2652;14635608;http://katalogus.hasznaltauto.hu/hyundai/tucson_1.6_t-gdi_prime-120373
2653;14635646;http://katalogus.hasznaltauto.hu/nissan/pathfinder_2.5_tdi_le-61478
2654;14635961;http://katalogus.hasznaltauto.hu/hyundai/i20_1.25_comfort-13199
2655;14636250;http://katalogus.hasznaltauto.hu/bmw/435i_automata-4360
2656;14636691;http://katalogus.hasznaltauto.hu/nissan/qashqai_1.5_dci_n-connecta-117615
2657;14636704;http://katalogus.hasznaltauto.hu/bmw/x6_m50d_aut.-97590
2658;14636907;http://katalogus.hasznaltauto.hu/bmw/x3_2.0d_aut.-59082
2659;14636953;http://katalogus.hasznaltauto.hu/bmw/m235i_automata-96344
2660;14637167;http://katalogus.hasznaltauto.hu/volvo/440_1.9_turbo_d-40366
2661;14637180;http://katalogus.hasznaltauto.hu/volkswagen/jetta_1.6_cr_tdi_trendline_dsg-45888
2662;14637199;no catalog
2663;14637249;http://katalogus.hasznaltauto.hu/toyota/c-hr_1.8_hybrid_selection_e-cvt-113042
2664;14637429;http://katalogus.hasznaltauto.hu/bmw/340i_xdrive_sport_automata-110293
2665;14637940;http://katalogus.hasznaltauto.hu/bmw/320si-3953
2666;14638307;http://katalogus.hasznaltauto.hu/opel/vectra_1.6_16v-25786
2667;14638555;http://katalogus.hasznaltauto.hu/fiat/bravo_1.4_12v_s-8618
2668;14638735;http://katalogus.hasznaltauto.hu/audi/a5_3.0_v6_tdi_multitronic-2466
2669;14638744;http://katalogus.hasznaltauto.hu/ford/focus_1.6_tdci_ambiente-10306
2670;14638995;http://katalogus.hasznaltauto.hu/hyundai/i10_1.25_mpi_allure-119077
2671;14639000;http://katalogus.hasznaltauto.hu/opel/insignia_sports_tourer_2.0_cdti_active-26689
2672;14639051;http://katalogus.hasznaltauto.hu/mercedes-benz/b_180_cdi-17198
2673;14639187;http://katalogus.hasznaltauto.hu/hyundai/i10_1.25_mpi_allure-119077
2674;14639207;http://katalogus.hasznaltauto.hu/hyundai/i10_1.25_mpi_allure-119077
2675;14639218;http://katalogus.hasznaltauto.hu/mazda/cx-5_2.2_cd_revolution_top_sd_awd_automata-108374
2676;14639609;http://katalogus.hasznaltauto.hu/kia/rio_1.3_classic-14256
2677;14639946;http://katalogus.hasznaltauto.hu/lancia/kappa_coupe_2.4-15229
2678;14640607;http://katalogus.hasznaltauto.hu/renault/fluence_1.6_advantage_e5-31612
2679;14640622;http://katalogus.hasznaltauto.hu/nissan/x-trail_1.6_dci_acenta-92813
2680;14640740;http://katalogus.hasznaltauto.hu/hyundai/tucson_1.6_gdi_comfort-116569
2681;14641047;http://katalogus.hasznaltauto.hu/renault/scenic_1.6_16v_alize-31706
2682;14641131;http://katalogus.hasznaltauto.hu/audi/q3_2.0_tdi_quattro_basis_s-tronic-95649
2683;14641145;http://katalogus.hasznaltauto.hu/toyota/corolla_verso_2.0_d-4d_linea_sol-39544
2684;14641207;http://katalogus.hasznaltauto.hu/tesla/model_3_long_range_awd_automata-121796
2685;14641652;http://katalogus.hasznaltauto.hu/ford/s-max_2.0_tdci_titanium-12271
2686;14642022;no catalog
2687;14642101;http://katalogus.hasznaltauto.hu/ford/fiesta_1.4_tdci_fresh-9334
2688;14643008;http://katalogus.hasznaltauto.hu/bmw/335xd_m_sport_automata-90782
2689;14643491;http://katalogus.hasznaltauto.hu/seat/toledo_1.6_tdi_style_startstop-98555
2690;14643775;http://katalogus.hasznaltauto.hu/ford/focus_1.6_tdci_technology-10697
2691;14644055;http://katalogus.hasznaltauto.hu/mazda/mpv_2.0_cdh-16716
2692;14644077;http://katalogus.hasznaltauto.hu/mercedes-benz/gla_200_d_amg_sport_4m_7g-dct-109574
2693;14644140;http://katalogus.hasznaltauto.hu/ford/ka_1.3-9109
2694;14644487;http://katalogus.hasznaltauto.hu/bmw/x2_xdrive20i_m_sport_automata-121301
2695;14644509;http://katalogus.hasznaltauto.hu/bmw/318d_touring-4165
2696;14644720;http://katalogus.hasznaltauto.hu/mazda/mazda_3_hatchback_2.0_skyactive_plus-119217
2697;14644997;http://katalogus.hasznaltauto.hu/bmw/420d_xdrive_m_sport_automata-107921
2698;14645111;http://katalogus.hasznaltauto.hu/jaguar/xf_3.0_tdv6_r-sport_automata-100178
2699;14645389;http://katalogus.hasznaltauto.hu/audi/a8_3.0_v6_tdi_dpf_quattro_tiptronic_ic-3377
2700;14645471;http://katalogus.hasznaltauto.hu/opel/astra_1.4_gl-23568
2701;14645539;http://katalogus.hasznaltauto.hu/opel/astra_1.6_cosmo-24408
2702;14646148;http://katalogus.hasznaltauto.hu/ford/focus_1.6_tdci_ambiente-10682
2703;14646413;http://katalogus.hasznaltauto.hu/mercedes-benz/r_350_l_aut._6_sz.-19585
2704;14646475;http://katalogus.hasznaltauto.hu/renault/scenic_1.6_16v_rxt-31715
